Geography_Code,Borough,Region,Median_Downl_Speed,Density_Person_HA,Avg_HH_Income
E01000547,Brent,West,22.9178571429,234.8,22310
E01000548,Brent,West,17.7658536585,188.9,18520
E01000549,Brent,West,25.752,174.1,25740
E01000550,Brent,West,20.5,138.1,15410
E01000551,Brent,West,13.965,162,11970
E01000552,Brent,West,18.9285714286,209.6,11790
E01000553,Brent,West,19.8939393939,147.6,15980
E01000554,Brent,West,16.475,85.7,15960
E01000555,Brent,West,17.3333333333,72.4,18670
E01000556,Brent,West,17.1379310345,190.9,13260
E01000557,Brent,West,21.2689655172,158.8,15520
E01000558,Brent,West,26.9333333333,86.8,21340
E01000559,Brent,West,18.96,124,20990
E01000560,Brent,West,18.7814814815,77.9,21080
E01000561,Brent,West,17.2857142857,153,17720
E01000562,Brent,West,30.0083333333,49.6,21630
E01000563,Brent,West,31.2032258065,39.5,19670
E01000564,Brent,West,21.3,77.5,12920
E01000565,Brent,West,32.52,79.4,14780
E01000566,Brent,West,30.652,73.5,17230
E01000567,Brent,West,22.784,66.9,15500
E01000568,Brent,West,27.3153846154,28.1,22570
E01000569,Brent,West,28.9869565217,41.5,20290
E01000570,Brent,West,13.412,118.4,12990
E01000571,Brent,West,18.9538461538,48.5,14290
E01000572,Brent,West,29.5095238095,68.8,18120
E01000573,Brent,West,34.75,67.7,15530
E01000574,Brent,West,30.1111111111,61.5,14930
E01000575,Brent,West,22.8666666667,68.8,16490
E01000576,Brent,West,26.0619047619,56.8,14560
E01000577,Brent,West,17.6305555556,69.9,12710
E01000578,Brent,West,19.1459459459,55.1,13440
E01000579,Brent,West,23.01,147.6,19790
E01000580,Brent,West,24.0791666667,44.4,24500
E01000581,Brent,West,20.02,93.5,20880
E01000582,Brent,West,30.4068965517,95.5,24130
E01000583,Brent,West,23.8378378378,116.4,22990
E01000584,Brent,West,14.1238095238,134.7,17920
E01000585,Brent,West,14.2884615385,180.9,21030
E01000586,Brent,West,20.3836363636,164.5,18950
E01000587,Brent,West,30.02,86.3,14830
E01000588,Brent,West,16.45,62.8,13310
E01000589,Brent,West,26.7136363636,66.4,15140
E01000590,Brent,West,27.22,67,17170
E01000591,Brent,West,23.9285714286,64.3,13890
E01000592,Brent,West,29.2769230769,81.9,14610
E01000593,Brent,West,19.8153846154,118.1,16180
E01000594,Brent,West,24.3178571429,69.9,14040
E01000595,Brent,West,8.3818181818,87.8,11590
E01000596,Brent,West,8.7454545455,89.3,10810
E01000599,Brent,West,9.4727272727,149.5,12890
E01000600,Brent,West,5.172826087,10.1,13540
E01000601,Brent,West,12.2333333333,21.6,10480
E01000602,Brent,West,21.8136363636,114.9,11200
E01000603,Brent,West,7.2380952381,121.1,13450
E01000604,Brent,West,20.344,104.5,9940
E01000605,Brent,West,9.1451612903,96.9,9760
E01000606,Brent,West,28.2285714286,72.6,13190
E01000607,Brent,West,17.6433333333,113.2,13390
E01000608,Brent,West,15.7739130435,39.9,13090
E01000609,Brent,West,24.3166666667,83.8,15060
E01000610,Brent,West,16.9391304348,67.7,13410
E01000611,Brent,West,38.4,115,11700
E01000612,Brent,West,24.6333333333,64.6,12850
E01000613,Brent,West,13.0518518519,76.8,14420
E01000615,Brent,West,11.3761904762,24.1,15730
E01000616,Brent,West,14.1259259259,102.3,14250
E01000617,Brent,West,13.092,64.5,13360
E01000618,Brent,West,10.9387096774,89.8,14100
E01000619,Brent,West,8.984,77.4,15220
E01000620,Brent,West,9.9304347826,39.1,14450
E01000621,Brent,West,10.0875,83.3,13920
E01000622,Brent,West,32.6210526316,25.3,11300
E01000623,Brent,West,27.2857142857,92.6,15710
E01000624,Brent,West,18.7511111111,64.1,13950
E01000625,Brent,West,24.58,56.2,13910
E01000626,Brent,West,25.2363636364,72.3,11430
E01000627,Brent,West,27.1666666667,86.1,10320
E01000628,Brent,West,17.0733333333,53.6,12700
E01000629,Brent,West,24.5692307692,104.4,13620
E01000630,Brent,West,19.0648648649,78.8,13120
E01000631,Brent,West,24.525,74.4,14270
E01000632,Brent,West,21.9,73.3,11750
E01000633,Brent,West,19.4194444444,119.7,10570
E01000634,Brent,West,18.84,139,12240
E01000635,Brent,West,16.3803921569,103.9,13310
E01000636,Brent,West,16.064,83.3,13170
E01000637,Brent,West,26.9391304348,233,16330
E01000638,Brent,West,20.6551724138,66,11250
E01000639,Brent,West,18.5380952381,181.9,18610
E01000640,Brent,West,21.505,172.2,11860
E01000641,Brent,West,21.8608695652,180.3,13020
E01000642,Brent,West,21.447826087,129.1,18380
E01000643,Brent,West,20.2277777778,37.6,12580
E01000644,Brent,West,22.6548387097,158.1,15580
E01000645,Bromley,South,17.7960784314,17.6,32310
E01000646,Bromley,South,29.9794117647,46.6,23640
E01000647,Bromley,South,24.6518518519,63.9,22290
E01000648,Bromley,South,24.2725,46,25930
E01000649,Bromley,South,30.0054545455,23.2,29590
E01000650,Bromley,South,27.162,21.6,27540
E01000651,Bromley,South,32.2375,56,25160
E01000652,Bromley,South,30.3545454545,28.1,23430
E01000653,Bromley,South,32.9333333333,31.9,27550
E01000654,Bromley,South,23.6212121212,12,18590
E01000655,Bromley,South,28.95,34.8,18750
E01000656,Bromley,South,26.3818181818,4.1,21630
E01000657,Bromley,South,23.824137931,51.6,16880
E01000658,Bromley,South,25.2034482759,6.3,19320
E01000659,Bromley,South,30.308,28.7,20190
E01000661,Bromley,South,40.8413043478,17,17020
E01000662,Bromley,South,31.5407407407,33.2,17490
E01000663,Bromley,South,25.1782608696,51,16270
E01000664,Bromley,South,32.1888888889,20.3,18030
E01000665,Bromley,South,25.6886363636,21.8,17630
E01000666,Bromley,South,12.724137931,6.1,24500
E01000667,Bromley,South,19.6594594595,15.3,25940
E01000668,Bromley,South,26.1705882353,23.1,22720
E01000669,Bromley,South,32.3913043478,96.5,20390
E01000670,Bromley,South,24.4051282051,39.9,29040
E01000671,Bromley,South,23.8617647059,50.9,21410
E01000672,Bromley,South,18.1,46.5,24800
E01000673,Bromley,South,27.2962962963,32.9,25110
E01000674,Bromley,South,22.865,77.7,21540
E01000675,Bromley,South,21.006557377,28.2,22260
E01000676,Bromley,South,19.0384615385,52.3,18080
E01000677,Bromley,South,25.6771428571,46.4,23200
E01000678,Bromley,South,22.7321428571,57.1,25830
E01000679,Bromley,South,30.6333333333,56.2,21040
E01000680,Bromley,South,7.3833333333,2,25010
E01000681,Bromley,South,29.7607142857,54.3,24400
E01000682,Bromley,South,24.6333333333,54.8,21370
E01000683,Bromley,South,23.978125,61.1,22300
E01000684,Bromley,South,23.4,50.6,26250
E01000685,Bromley,South,24.3178571429,14.1,20070
E01000686,Bromley,South,26.6696969697,34.2,21970
E01000687,Bromley,South,24.9024390244,27.4,21720
E01000688,Bromley,South,34.2695652174,14.8,28220
E01000689,Bromley,South,19.4535714286,9.9,18870
E01000690,Bromley,South,32.5153846154,42.2,24620
E01000691,Bromley,South,26.5916666667,59.5,19770
E01000692,Bromley,South,21.975862069,44.7,23370
E01000693,Bromley,South,10.8661016949,6,24740
E01000694,Bromley,South,22.0926829268,16.1,30660
E01000695,Bromley,South,16.96,19.7,28960
E01000696,Bromley,South,19.2358490566,7.4,29510
E01000697,Bromley,South,23.9075471698,31.1,30440
E01000698,Bromley,South,27.5740740741,10.5,24840
E01000699,Bromley,South,23.5409090909,105.6,18140
E01000700,Bromley,South,26.0774193548,75.4,23990
E01000701,Bromley,South,30.435,99.2,23130
E01000702,Bromley,South,25.0578947368,95.4,23500
E01000703,Bromley,South,23.8627906977,66.3,26820
E01000704,Bromley,South,24.2423076923,44.4,20630
E01000705,Bromley,South,32.125,86.1,18590
E01000706,Bromley,South,20.575,42.9,19980
E01000707,Bromley,South,32.1047619048,94.5,28890
E01000708,Bromley,South,32.1535714286,64.2,22840
E01000709,Bromley,South,31.2866666667,54.1,22900
E01000710,Bromley,South,26.8322580645,29.6,27020
E01000711,Bromley,South,27.4976190476,61,26040
E01000712,Bromley,South,32.5086956522,45.6,26060
E01000713,Bromley,South,26.5565217391,40.8,26920
E01000714,Bromley,South,23.5929824561,56.2,24870
E01000715,Bromley,South,24.3444444444,55.1,25390
E01000716,Bromley,South,28.68125,38.3,27110
E01000717,Bromley,South,30.0490196078,51.3,24200
E01000718,Bromley,South,20.275,61,18370
E01000719,Bromley,South,18.6704545455,54.3,14530
E01000720,Bromley,South,8.9541666667,2.2,13240
E01000721,Bromley,South,19.4848484848,49.8,12350
E01000722,Bromley,South,19.1933333333,28.3,15730
E01000723,Bromley,South,19.4518518519,29.4,16800
E01000724,Bromley,South,27.4107142857,42.7,11300
E01000725,Bromley,South,23.0782608696,48.4,15190
E01000726,Bromley,South,28.8,45.5,18640
E01000727,Bromley,South,21.2891891892,40.4,18010
E01000728,Bromley,South,16.544,5.4,15030
E01000729,Bromley,South,23.15,68.5,11660
E01000730,Bromley,South,19.2823529412,46.2,11680
E01000731,Bromley,South,24.66,58.3,14310
E01000732,Bromley,South,21.6633333333,41.6,18910
E01000733,Bromley,South,24.2419354839,42.6,16600
E01000734,Bromley,South,26.8857142857,42,19760
E01000735,Bromley,South,25.3741935484,28.9,13560
E01000736,Bromley,South,37.2115384615,39.3,13630
E01000737,Bromley,South,20.572,37.4,14840
E01000738,Bromley,South,21.7,29.6,15320
E01000739,Bromley,South,20.45,67.8,12410
E01000740,Bromley,South,20.6711111111,24.3,18200
E01000741,Bromley,South,26.4818181818,116.5,20970
E01000742,Bromley,South,24.2,75.7,20120
E01000743,Bromley,South,20.7741935484,56.6,13130
E01000744,Bromley,South,18.8285714286,71.4,11870
E01000745,Bromley,South,27.0589285714,37.5,20230
E01000746,Bromley,South,23.4586956522,102.8,22820
E01000747,Bromley,South,5.8402985075,1.9,19640
E01000748,Bromley,South,9.9440677966,1.6,18760
E01000749,Bromley,South,9.106,1.7,19660
E01000750,Bromley,South,24.575,48,14540
E01000751,Bromley,South,24.2307692308,10.9,21440
E01000752,Bromley,South,22.4519230769,11.6,17840
E01000753,Bromley,South,28.6225,20.7,26130
E01000754,Bromley,South,24.9457142857,43.2,20670
E01000755,Bromley,South,27.35,43.9,22470
E01000756,Bromley,South,22.3595238095,15.4,24470
E01000757,Bromley,South,24.23125,27.6,28850
E01000758,Bromley,South,31.6965517241,48.7,26290
E01000759,Bromley,South,22.09375,3.4,23570
E01000760,Bromley,South,27.3464285714,29.8,19550
E01000761,Bromley,South,32.2136363636,26.9,22460
E01000762,Bromley,South,29.9815789474,50.7,21840
E01000763,Bromley,South,26.636,17.2,23080
E01000764,Bromley,South,26.0555555556,31.9,19690
E01000765,Bromley,South,23.205,7.4,22170
E01000766,Bromley,South,32.7466666667,46.4,25220
E01000767,Bromley,South,34.724,52,24180
E01000768,Bromley,South,29.9875,32.2,24470
E01000769,Bromley,South,30.0857142857,11.8,22870
E01000770,Bromley,South,24.0162790698,20.8,26920
E01000771,Bromley,South,31.7,44.4,26680
E01000772,Bromley,South,26.6047619048,46.9,23650
E01000773,Bromley,South,28.4476190476,48.9,22170
E01000774,Bromley,South,29.0423076923,38.9,21350
E01000775,Bromley,South,20.1825396825,20.4,25800
E01000777,Bromley,South,32.97,62.9,22610
E01000778,Bromley,South,27.8176470588,76.6,18250
E01000779,Bromley,South,24.2567567568,10.6,23120
E01000780,Bromley,South,23.5379310345,70.4,16940
E01000781,Bromley,South,21.5263157895,84,13310
E01000782,Bromley,South,22.9214285714,50.8,12200
E01000783,Bromley,South,25.948,79.6,12890
E01000784,Bromley,South,31.992,67.2,22100
E01000785,Bromley,South,27.147826087,65.7,14150
E01000786,Bromley,South,19.75,15,20890
E01000787,Bromley,South,22.3083333333,41.2,14480
E01000788,Bromley,South,19.2806451613,41.4,19690
E01000789,Bromley,South,20.7081081081,125.5,9870
E01000790,Bromley,South,23.6322033898,38.7,22750
E01000791,Bromley,South,27.9347826087,36,18500
E01000792,Bromley,South,22.5814814815,36.2,18760
E01000793,Bromley,South,24.9142857143,34,25720
E01000794,Bromley,South,25.2964285714,33.5,24980
E01000795,Bromley,South,19.6272727273,49.4,21030
E01000796,Bromley,South,21.6738095238,164.3,12090
E01000797,Bromley,South,21.6527777778,23.8,26790
E01000798,Bromley,South,18.6157894737,108.3,11750
E01000799,Bromley,South,20.5571428571,76,18520
E01000800,Bromley,South,23.7090909091,70,15630
E01000801,Bromley,South,22.3931034483,76.5,17620
E01000802,Bromley,South,21.4535714286,93.4,21350
E01000803,Bromley,South,22.0638888889,61.1,20670
E01000804,Bromley,South,21.9178571429,21.6,24300
E01000805,Bromley,South,16.7351351351,94.1,19150
E01000806,Bromley,South,21.4782608696,104.7,13340
E01000807,Bromley,South,22,19.1,26270
E01000808,Bromley,South,30.2814814815,48.1,25820
E01000809,Bromley,South,25.95,27.9,23740
E01000810,Bromley,South,23.3892857143,40.4,30200
E01000811,Bromley,South,33.7944444444,44.2,24470
E01000812,Bromley,South,28.9054054054,39.4,24510
E01000813,Bromley,South,25.0481481481,26.4,23970
E01000814,Bromley,South,33.0689655172,32.1,32210
E01000815,Bromley,South,30.8407407407,31.5,33530
E01000816,Bromley,South,27.3227272727,48.9,21350
E01000818,Bromley,South,28.352,11.3,22630
E01000819,Bromley,South,20.3258064516,43.8,15600
E01000820,Bromley,South,31.5419354839,23.7,21170
E01000822,Bromley,South,31.78,72.7,20390
E01000823,Bromley,South,29.7548387097,68.6,25400
E01000824,Bromley,South,30.3263157895,72.9,22810
E01000825,Bromley,South,21.8741935484,89.3,21060
E01000826,Bromley,South,25.0541666667,31.4,30870
E01000827,Bromley,South,21.6307692308,45.2,24030
E01000828,Bromley,South,23.7414634146,46.4,22430
E01000829,Bromley,South,30.537037037,77.7,24010
E01000830,Bromley,South,21.753125,26.1,29530
E01000831,Bromley,South,20.8076923077,40.4,24400
E01000832,Bromley,South,28.5851851852,17.2,22780
E01000833,Bromley,South,30.7074074074,40.7,26870
E01000834,Bromley,South,29.5444444444,63,23760
E01000835,Bromley,South,26.9948717949,48.5,21050
E01000836,Bromley,South,32.8736842105,66.6,24620
E01000837,Bromley,South,27.6896551724,31.6,20200
E01000838,Bromley,South,23.9266666667,27.1,22100
E01000839,Bromley,South,26.832,54.1,26840
E01000840,Bromley,South,26.5620689655,19.5,22860
E01000841,Bromley,South,25.2482758621,45.7,23650
E01000842,Camden,Central,37.4125,137.3,30410
E01000843,Camden,Central,31.8176470588,201.4,26220
E01000844,Camden,Central,29.9608695652,155.6,30680
E01000845,Camden,Central,24.7945945946,124.1,27430
E01000846,Camden,Central,29.1724137931,181.5,15250
E01000847,Camden,Central,24.5826086957,171.2,18340
E01000848,Camden,Central,28.7941176471,157.2,30150
E01000849,Camden,Central,30.4117647059,201.9,27240
E01000850,Camden,Central,9.4938325991,86.7,24620
E01000851,Camden,Central,8.3571929825,178.5,23920
E01000852,Camden,Central,14.9264150943,127.4,16210
E01000853,Camden,Central,17.4552631579,278.3,14730
E01000854,Camden,Central,7.8746575342,97.1,18570
E01000855,Camden,Central,9.7216666667,55,24770
E01000856,Camden,Central,25.2864864865,138.6,16510
E01000857,Camden,Central,34.8411764706,178.2,24730
E01000858,Camden,Central,21.9578947368,85.4,15950
E01000859,Camden,Central,30.7707317073,164,27610
E01000860,Camden,Central,20.244,63.5,19790
E01000861,Camden,Central,24.815,138.1,18440
E01000862,Camden,Central,25.2829268293,100.7,30130
E01000863,Camden,Central,18.176,91.8,20970
E01000864,Camden,Central,31.228,157.5,20860
E01000865,Camden,Central,26.6407407407,138.5,22270
E01000866,Camden,Central,27.5529411765,139.5,19750
E01000867,Camden,Central,21.2282051282,198.8,14660
E01000868,Camden,Central,15.5111111111,172.3,11530
E01000869,Camden,Central,25.9918918919,184.3,22320
E01000870,Camden,Central,32.1115384615,133.6,19480
E01000871,Camden,Central,30.8425,54.3,25150
E01000872,Camden,Central,26.3666666667,129.5,20050
E01000873,Camden,Central,29.3025,134.3,27950
E01000874,Camden,Central,33.2823529412,182.1,30700
E01000875,Camden,Central,25.952,141.4,22610
E01000876,Camden,Central,22.5761904762,149.7,18420
E01000877,Camden,Central,30.925,142.4,27310
E01000878,Camden,Central,23.1333333333,84.5,24390
E01000879,Camden,Central,33.7714285714,82.2,30530
E01000880,Camden,Central,30.5870967742,78.6,31060
E01000881,Camden,Central,30.7967741935,102.2,27860
E01000882,Camden,Central,23.9212121212,124.1,34170
E01000883,Camden,Central,30.9536585366,94.4,27000
E01000884,Camden,Central,47.2103448276,59.9,28250
E01000885,Camden,Central,25.1111111111,48.8,29610
E01000886,Camden,Central,34.0666666667,140.2,26650
E01000887,Camden,Central,33.6625,148.7,24940
E01000888,Camden,Central,34.0730769231,170.4,23430
E01000889,Camden,Central,26.752173913,142.4,14240
E01000890,Camden,Central,24.175,214.9,10810
E01000891,Camden,Central,25.3826086957,203,11750
E01000892,Camden,Central,27.4741935484,150.7,24300
E01000893,Camden,Central,19.1709677419,29.7,26250
E01000894,Camden,Central,26.569047619,62.7,31400
E01000895,Camden,Central,19.2246376812,166.2,24270
E01000896,Camden,Central,22.33,112,29200
E01000897,Camden,Central,24.0642857143,80.7,32250
E01000898,Camden,Central,18.7416666667,101.4,25210
E01000899,Camden,Central,23.6446808511,15.4,31870
E01000900,Camden,Central,34.0694444444,181.2,19780
E01000901,Camden,Central,20.8285714286,186.5,13140
E01000902,Camden,Central,24.3576923077,172.5,13900
E01000903,Camden,Central,29.5038461538,141.2,22860
E01000904,Camden,Central,24.5860465116,182,17480
E01000905,Camden,Central,26.3866666667,237.7,11770
E01000906,Camden,Central,20.4853658537,111.3,28110
E01000907,Camden,Central,22.1772727273,133.4,16950
E01000908,Camden,Central,23.0111111111,90.3,17120
E01000909,Camden,Central,28.2763157895,70.6,23650
E01000910,Camden,Central,27.2428571429,113.1,25390
E01000911,Camden,Central,31.9962962963,177,19920
E01000912,Camden,Central,19.6451612903,17.7,17900
E01000913,Camden,Central,24.8520547945,10.6,29170
E01000914,Camden,Central,11.7657794677,39.4,22130
E01000915,Camden,Central,15.9875,206.1,14990
E01000916,Camden,Central,12.9604477612,121.9,22000
E01000917,Camden,Central,14.7666666667,249.7,12910
E01000918,Camden,Central,12.1044025157,124.3,19340
E01000919,Camden,Central,12.3781818182,131.8,19970
E01000920,Camden,Central,11.6178861789,143.7,20930
E01000921,Camden,Central,28.7372093023,158,24560
E01000922,Camden,Central,20.2512195122,81,20600
E01000923,Camden,Central,29.258974359,174.9,23800
E01000924,Camden,Central,26.0482758621,166.5,23290
E01000925,Camden,Central,22.725,188.8,14090
E01000926,Camden,Central,31.0935483871,193.8,17390
E01000927,Camden,Central,25.6323529412,172.8,23280
E01000928,Camden,Central,27.5272727273,66.6,20870
E01000929,Camden,Central,25.5424242424,171.3,12240
E01000930,Camden,Central,19.2063829787,164.4,13830
E01000931,Camden,Central,19.3878787879,129.8,16050
E01000932,Camden,Central,28.3769230769,278.1,24280
E01000933,Camden,Central,25.1631578947,153.3,23070
E01000934,Camden,Central,19.7517241379,185.9,14930
E01000935,Camden,Central,18.9045454545,227.9,12140
E01000936,Camden,Central,18.5342857143,207.1,17120
E01000937,Camden,Central,19.7034482759,119.8,19720
E01000938,Camden,Central,13.7548387097,214.7,16120
E01000939,Camden,Central,15.2888888889,155.6,12170
E01000940,Camden,Central,17.5045454545,232,16280
E01000941,Camden,Central,17.8694444444,283.4,12420
E01000942,Camden,Central,18.0150943396,289.2,21480
E01000943,Camden,Central,19.64,150.6,19720
E01000944,Camden,Central,20.392,325.2,12240
E01000945,Camden,Central,15.7476190476,67.1,16710
E01000946,Camden,Central,11.9907407407,31,19900
E01000947,Camden,Central,18.9568181818,125.3,17450
E01000948,Camden,Central,15.4738095238,88.3,19500
E01000949,Camden,Central,18.412,262.5,19630
E01000950,Camden,Central,22.38125,210.8,8760
E01000951,Camden,Central,20.21,319.1,10170
E01000952,Camden,Central,29.18,198.7,12320
E01000953,Camden,Central,12.3796296296,27.2,13840
E01000954,Camden,Central,18.2928571429,298.4,9180
E01000955,Camden,Central,20.0806451613,249.6,10580
E01000956,Camden,Central,18.8119047619,96.5,14070
E01000957,Camden,Central,20.3025,148.2,17880
E01000958,Camden,Central,18.8238095238,93.5,16700
E01000959,Camden,Central,31.3,228.1,10790
