id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,property_type,accommodates,bathrooms,bedrooms,beds,square_feet,cleaning_fee,review_scores_rating,review_scores_location
8514469,Luxury- Right in the heart of DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9012082933,-77.016337528,Entire home/apt,450,1,0,,NA,365,Condominium,4,2,2,2,NA,,NA,NA
7572512,Luxury 1 BR Suite Near Logan Circle,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9050001339,-77.0292398423,Entire home/apt,234,3,0,,NA,365,Apartment,3,1,1,1,NA,$100.00,NA,NA
2477330,Cool bedroom: most cntrl part of DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9041696475,-77.012814942,Private room,110,2,33,2015-09-21,1.72,345,House,2,1.5,1,1,NA,$10.00,91,9
7916003,Luxury Corporate Apartment in NW DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9042622247,-77.0100984572,Entire home/apt,225,3,0,,NA,335,Apartment,4,2,2,2,NA,,NA,NA
216398,[1396-1/2] 1BR - Newseum Residences,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8928320222,-77.0189990478,Entire home/apt,249,4,4,2015-03-12,0.08,365,Apartment,3,1,1,1,NA,,100,10
7114075,"Cozy, clean and convenient condo","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9053903139,-77.0293242153,Entire home/apt,109,1,0,,NA,60,Condominium,2,1,1,1,NA,$45.00,NA,NA
7258774,2 Bed/2bath Apt. in Downtown DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9015746824,-77.0157766608,Entire home/apt,250,3,1,2015-08-03,0.48,53,Apartment,4,2,2,2,NA,$70.00,100,10
3961511,Large/Comfy 1-BR Loft near Capitol ,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9015025845,-77.0145908835,Entire home/apt,135,2,2,2014-09-27,0.15,182,Apartment,4,1,1,1,NA,,100,10
5353107,Comfortable Home Howard Homecoming,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9041516619,-77.0150590218,Private room,87,2,2,2015-09-08,0.67,357,Apartment,3,2,1,2,NA,$40.00,80,6
536232,"""The Executive"" Flat - DC - 442","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8973663969,-77.0179337575,Entire home/apt,210,1,103,2015-09-18,2.59,343,Apartment,4,1,1,1,NA,$60.00,92,9
3477770,Spacious Home in Downtown DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.905473658,-77.020531081,Entire home/apt,300,3,5,2015-09-18,2.34,299,House,10,2,3,6,NA,$150.00,100,10
5411135,[1396-S]Studio At Newseum ,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8930484306,-77.0201590971,Entire home/apt,189,4,0,,NA,343,Apartment,2,1,0,1,NA,,NA,NA
4772168,Private Room/Bath Near Convention ,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9048135416,-77.0258442323,Private room,120,1,0,,NA,273,Apartment,2,1,1,1,NA,,NA,NA
7474964,3 blocks to Convention Ctr DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9045366817,-77.0162281789,Entire home/apt,200,1,1,2015-08-16,0.61,285,Apartment,2,1,1,1,NA,,100,10
2707225,One Block from the White House!  ,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8989480272,-77.032792957,Entire home/apt,269,1,6,2015-07-06,0.41,145,Apartment,3,1,1,2,NA,$100.00,88,10
7630675,Luxury 1BR Apt in Newseum.,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8932423228,-77.0201756789,Entire home/apt,569,3,0,,NA,365,Apartment,3,1,1,1,NA,$100.00,NA,NA
6288255,2 bedroom Condo w/private yard,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9053178321,-77.0151466817,Entire home/apt,120,1,3,2015-09-19,0.68,305,Apartment,4,2,2,2,NA,$100.00,93,7
6812558,Private Bath & Parking in Downtown,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9015710178,-77.015749782,Private room,109,2,1,2015-08-11,0.56,273,Apartment,1,1,1,1,NA,,100,10
6626883,Fresh & New Apartment in the City!,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9054046202,-77.0305080224,Entire home/apt,150,2,4,2015-07-09,1.05,99,Apartment,3,1,1,1,NA,$25.00,90,10
1562024,Le Petit Coin de L'Enfant,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9050436862,-77.0188060108,Entire home/apt,95,2,70,2015-09-04,2.87,323,Apartment,3,1,1,1,NA,$35.00,81,9
6370764,Trendy Logan Circle apartment!,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9048272298,-77.0268564747,Entire home/apt,119,1,0,,NA,2,Apartment,4,1,1,2,NA,,NA,NA
8390917,"Room in Downtown DC, Walk to Metro","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9015876685,-77.0192696494,Private room,97,1,2,2015-09-23,2,353,Apartment,2,1,1,1,NA,$10.00,100,10
2339961,Union Station/Chinatown/Downtown,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9005857371,-77.0141806671,Private room,99,1,51,2015-08-27,2.59,84,Loft,2,1,1,1,NA,$10.00,94,10
3593404,"Luxury 1BR, Penthouse, Walk 2 Metro","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9014743231,-77.0164104772,Entire home/apt,295,1,28,2015-07-24,1.94,346,Apartment,2,1,1,1,NA,$65.00,97,9
6542545,Great DC View - Penthouse Loft,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9007174532,-77.0168497814,Entire home/apt,149,2,9,2015-09-24,2.13,329,Loft,2,1,1,1,NA,,96,10
6911905,Brand New Apt in the NOMA district,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9003247516,-77.0106013716,Private room,110,1,10,2015-09-28,3.33,330,Apartment,2,1,1,1,NA,$10.00,92,9
8460219,City Center Convenience Near Metro!,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9041499854,-77.0206069312,Entire home/apt,180,2,1,2015-09-24,1,335,Apartment,5,1,2,3,NA,,100,10
7870051,Cozy studio Capitol/Union/Gtown Law,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.896730743,-77.0113355146,Entire home/apt,150,3,3,2015-09-27,1.91,169,Apartment,2,1,0,2,NA,$75.00,80,9
1498731,Fresh Fun Walk to Convention Center,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9047515107,-77.0263271084,Entire home/apt,150,3,24,2015-09-21,0.95,334,Apartment,6,1,0,3,NA,$129.00,86,9
4629445,Huge Unit Near Everything!,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8986953947,-77.0166171914,Entire home/apt,155,2,23,2015-08-08,3.09,0,Apartment,5,2.5,2,2,NA,$90.00,99,10
14570,Downtown Spacious BR /Private Bath,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9042684266,-77.0265596309,Private room,85,3,338,2015-09-22,4.9,209,Apartment,3,1,1,2,NA,,97,9
1624943,"BEAUTIFUL ONE BEDROOM, DOWNTOWN DC","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9045110376,-77.0302218857,Entire home/apt,130,1,4,2015-07-06,0.92,302,Apartment,2,1,1,1,NA,,85,10
3421927,Great Apt in Great DC Neighborhood,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.903016878,-77.0185868371,Entire home/apt,120,1,3,2015-09-13,1.67,14,Apartment,3,1,1,1,NA,$50.00,93,10
6792155,Comfy 1 BR Steps from Chinatown,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9050787634,-77.0184392006,Private room,90,2,12,2015-09-20,3.36,348,Apartment,2,1,1,1,NA,$10.00,97,10
2578477,Modern Downtown 1 BR with Amenities,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8999365224,-77.0163454092,Entire home/apt,149,1,47,2015-09-20,2.68,255,Apartment,2,1,1,2,NA,,98,10
6953508,Lux Furnished 1BR Newseum Apt,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8939668339,-77.0193870552,Entire home/apt,569,3,0,,NA,90,Apartment,3,1,1,1,NA,$100.00,NA,NA
5691723,1 Bedroom Delight in Chinatown!,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8984178691,-77.0153113698,Entire home/apt,180,1,6,2015-09-15,1.03,284,Apartment,4,1,1,1,NA,$50.00,97,10
6844024,Spacious bedroom in Foggy Bottom!,"West End, Foggy Bottom, GWU",38.9019517919,-77.052855934,Shared room,55,1,1,2015-07-10,0.35,84,Apartment,1,1,1,1,NA,$15.00,100,10
3258728,"By Chinatwn,Convntn,Vrizn Cntr,Mall","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9004168228,-77.0172965643,Entire home/apt,229,2,29,2015-07-19,1.86,323,Apartment,4,1,1,1,NA,$50.00,92,9
8042913,Beautiful Master Bed in Downtown DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9013642924,-77.0174342652,Private room,75,1,2,2015-09-29,2,26,Apartment,2,1,1,1,NA,,100,10
6781783,Logan Circle Lux Furnished 1BR Apt,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9053069509,-77.0302830259,Entire home/apt,569,3,0,,NA,90,Apartment,3,1,1,1,NA,$100.00,NA,NA
1170249,Private bedroom with private bath!,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9009612046,-77.0333334891,Private room,105,1,245,2015-09-18,8.72,267,House,2,1,1,1,NA,,92,9
1287319,[1396-1P]1BR @ Newseum Residences,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8926727562,-77.0194691107,Entire home/apt,259,4,3,2015-03-19,0.16,365,Apartment,2,1,1,1,NA,,90,9
7769970,Sunlit Upscale apt in Heart of DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9039908156,-77.0173687984,Entire home/apt,120,2,1,2015-09-07,1,3,Apartment,2,1,1,1,NA,$30.00,100,10
5577993,Cosy loft,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9019832806,-77.0148374554,Entire home/apt,119,5,3,2015-08-22,0.53,0,Apartment,3,1,1,2,NA,,80,9
8015877,"The DelMar Stay,LLC (parking avail)","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9052984502,-77.0286629668,Entire home/apt,139,1,0,,NA,114,Condominium,2,1.5,1,1,NA,$50.00,NA,NA
6574122,Cozy room in downtown DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9042246634,-77.00910445,Private room,90,1,0,,NA,361,Apartment,1,1,1,1,NA,$120.00,NA,NA
4427874,Furnished Private Room in a House,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9034319071,-77.0269274558,Private room,109,3,34,2015-09-24,3.38,341,House,1,1,1,1,NA,,83,9
2642542,Where location meets convinience,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8979768658,-77.0148715679,Entire home/apt,150,2,25,2015-09-19,1.39,345,Apartment,4,1,1,2,NA,$45.00,95,10
1535272,"Bright, Large Studio Apt Sleeps 5!!","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9046177562,-77.0270388252,Entire home/apt,295,3,45,2015-09-24,2.12,330,Apartment,5,1,0,3,NA,$125.00,89,10
176369,"""The Cajun"" Flat Downtown DC - 202","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9014449138,-77.013472109,Entire home/apt,210,1,57,2015-06-13,1.14,335,Apartment,3,1,1,1,NA,$50.00,95,10
1529367,One Block to the Convention Center!,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9047448361,-77.0274106851,Entire home/apt,329,3,21,2015-09-11,1.06,345,Apartment,6,1.5,2,2,NA,$159.00,91,10
8081791,Cozy Studio Near Capital Hill,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8969315825,-77.0109451606,Entire home/apt,125,2,0,,NA,11,Apartment,2,1,0,1,NA,,NA,NA
8532371,"Spacious 1 bdr, Gallery PL/Chi Town","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9029739769,-77.0175064446,Entire home/apt,150,1,1,2015-09-27,1,350,Apartment,2,1,1,1,NA,$25.00,100,10
1173115,Best Location/Street / Logan Circle,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9037735647,-77.0119706057,Entire home/apt,175,2,139,2015-09-19,5.24,270,Apartment,3,1,1,2,NA,,98,10
7582553,1BR Apt in Gallery Pl- Downtown DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9006614313,-77.0162892758,Entire home/apt,129,1,7,2015-09-04,4.57,41,Apartment,3,1,1,2,NA,$15.00,97,9
940952,1BR Fully Furnished-Mt. Vernon Sq.,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9028976275,-77.0174744714,Entire home/apt,239,5,0,,NA,365,Apartment,2,1,1,1,700,$150.00,NA,NA
801699,Hip Luxury Loft - near Conv. Center,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9003387612,-77.0162309166,Entire home/apt,250,2,17,2015-09-20,0.62,353,Apartment,2,1,1,1,NA,$85.00,99,10
1391504,"Luxurious Apartment, Heart of DC","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9060070451,-77.0338279767,Entire home/apt,168,1,136,2015-09-25,5.23,328,Apartment,4,1,1,2,NA,$35.00,93,10
7804254,"Union Station RoomBth, Shared Space","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9002006612,-77.0107202908,Private room,79,2,2,2015-08-28,1.62,36,Apartment,2,1,1,1,NA,$12.00,NA,NA
8534537,Well-appointed studio in Dwntown DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8992320949,-77.0197687945,Shared room,65,2,0,,NA,346,Apartment,1,1,1,2,NA,,NA,NA
3635723,Super Chic & Gorgeous Downtown Apt.,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9026495605,-77.0127958008,Entire home/apt,290,3,32,2015-09-22,2.18,354,Apartment,4,2,2,2,NA,$80.00,99,10
8408614,Spectacular Penn Quarter Lux Apt.,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89878625,-77.0247129412,Entire home/apt,725,5,0,,NA,87,Apartment,6,1,1,3,NA,,NA,NA
7067790,Private Master Bedroom Capitol Hill,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8995535672,-77.0107524472,Private room,109,1,5,2015-07-14,1.58,306,Apartment,2,1,1,1,NA,$10.00,93,10
8304399,Charming Mt. Vernon 1-Bedroom,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.905560591,-77.0157970393,Entire home/apt,99,1,3,2015-09-24,3,335,Apartment,4,1,1,2,NA,$25.00,87,8
6846210,Lux Fully Furnished 1BR Newseum Apt,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8939691992,-77.0193737709,Entire home/apt,569,3,0,,NA,365,Apartment,3,1,1,1,NA,$100.00,NA,NA
7132818,"1bd apt w/ gym, pool: 14th St & WH","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9049999438,-77.0295594975,Entire home/apt,120,3,3,2015-08-15,1.45,62,Apartment,4,1,1,2,NA,$65.00,93,10
6370883,Gorgeous Luxury Apartment with Den,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9043718653,-77.0171100079,Entire home/apt,290,1,1,2015-05-20,0.22,0,Apartment,2,1,1,2,NA,,100,10
3380059,Large/Comfy 1-BR Loft near Capitol ,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90057678,-77.0156524837,Entire home/apt,145,1,5,2015-04-05,0.39,34,Apartment,3,1,1,1,NA,$20.00,100,10
343200,"""The Family"" Flat Downtown DC- 1023","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9003068909,-77.0164680443,Entire home/apt,210,1,87,2015-09-08,2.03,347,Apartment,4,1,1,1,NA,$50.00,95,9
4588047,Luxury Bldg- Really Great Location!,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8996415263,-77.0212048312,Private room,90,1,2,2015-09-30,2,340,Apartment,1,1,1,1,NA,,NA,NA
8423417,Luxury bedroom & bathroom downtown!,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9008475195,-77.0160755325,Private room,99,1,2,2015-09-26,2,58,Apartment,2,1,1,1,NA,$15.00,100,10
2271727,Luxurious Convenient Gem,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9042419051,-77.0126160885,Entire home/apt,399,1,16,2014-06-16,0.82,365,Apartment,4,1,1,1,575,$30.00,95,10
18883,[1396-J1]Jr.1 BR-Newseum Residences,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8935306291,-77.0189957666,Entire home/apt,239,4,0,,NA,365,Apartment,2,1,1,1,NA,,NA,NA
1403549,Private room in center of DC!,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.900991895,-77.0194286139,Private room,150,1,4,2015-07-25,1.33,74,Apartment,2,1,1,1,NA,,85,9
6870636,Luxury 1bedroom on Pennsylvania Ave,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8937442183,-77.0230019506,Entire home/apt,199,7,1,2015-06-28,0.31,92,Apartment,1,1,1,1,NA,$71.00,100,10
3710056,Luxury one-bedroom in DC center,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9022662948,-77.0249797346,Entire home/apt,135,5,27,2015-05-26,1.93,230,Apartment,2,1,1,1,NA,$40.00,98,10
524237,"A Capitol View in Washington, D.C.","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8934156073,-77.0199032569,Entire home/apt,295,1,20,2015-09-18,0.51,360,Apartment,4,1,1,1,NA,,96,10
7257104,Lux 2BR Apt near Convention Center,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8989444773,-77.0270547894,Entire home/apt,429,3,0,,NA,72,Apartment,5,2,2,3,NA,$100.00,NA,NA
892183,SHORT/LONG TERM: SPECTACULAR HOME !,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9053569143,-77.0257556007,Entire home/apt,400,3,26,2015-09-21,2.87,278,House,8,2.5,4,4,4000,$150.00,88,9
5862599,2Bd Penthouse by Convention Center!,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9052114953,-77.0183424749,Entire home/apt,295,1,43,2015-09-22,8.43,321,Apartment,6,2,2,3,NA,$100.00,94,10
195344,New Luxury Downtown Private Apt.,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9012347683,-77.0175180165,Entire home/apt,179,2,163,2015-09-27,3.26,305,Apartment,4,1.5,1,2,NA,$60.00,94,10
20832,[1375-2] 2BR-1 Block to White House,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899097267,-77.0326905454,Entire home/apt,309,4,23,2015-08-07,0.43,353,Apartment,4,2,2,2,NA,,90,10
7109438,"Private, new room- great location!","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9034390929,-77.0163206591,Private room,90,6,0,,NA,56,Apartment,3,2,1,2,NA,$50.00,NA,NA
7053307,Modrn top floor studio: Dwntwn DC!,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9039593871,-77.0098886519,Shared room,43,1,10,2015-08-03,3.26,233,Apartment,2,1,1,1,NA,,90,9
7790166,Private room near Gallery Place,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9001160063,-77.0167308012,Private room,120,2,0,,NA,28,Apartment,1,1,1,1,NA,,NA,NA
6790744,critical mass,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9038571392,-77.0293954941,Entire home/apt,269,2,5,2015-09-29,2.59,348,Apartment,4,1,2,2,NA,,100,10
2346018,Your Own Historic Row House Suite,"West End, Foggy Bottom, GWU",38.9024369355,-77.0501961016,Entire home/apt,150,2,73,2015-10-01,3.95,223,Apartment,2,1,0,1,NA,$40.00,87,10
2563683,Lux 1BR - Near Convention Center,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9000891647,-77.0188170931,Entire home/apt,269,3,3,2015-05-21,0.53,365,Apartment,2,1,1,1,NA,$150.00,93,9
2309866,Convention Center 1 Br Apartment,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9056271224,-77.0273563467,Entire home/apt,185,3,8,2015-09-20,0.51,364,Apartment,4,1,1,1,NA,,98,10
267813,Furnished Luxury Loft Condo,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9007622716,-77.0163877809,Entire home/apt,120,7,1,2013-01-01,0.03,30,Apartment,2,1,1,1,NA,$100.00,97,8
8338737,Modern 2BR and DEN in heart of DC!,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9013104373,-77.0189328711,Entire home/apt,220,1,0,,NA,321,Apartment,8,2,2,3,NA,$100.00,NA,NA
4644205,Luxury 1BR Apt by Union Station,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8995278437,-77.0105262864,Entire home/apt,99,3,4,2015-08-30,0.43,2,Apartment,3,1,1,2,NA,,100,10
